1.2252312E+0	2.5135841E+1	2.5169367E+1	2.5317938E+1	2.5051392E+1	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.3319697E+0	2.5139369E+1	2.5171668E+1	2.5317478E+1	2.5050932E+1	2.4550000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
5.4377599E+0	2.5141364E+1	2.5173509E+1	2.5317938E+1	2.5051699E+1	2.4560000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.5426226E+0	2.5145046E+1	2.5173816E+1	2.5318552E+1	2.5053386E+1	2.4560000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
9.6497664E+0	2.5148728E+1	2.5174276E+1	2.5317938E+1	2.5053080E+1	2.4560000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.1765995E+1	2.5150876E+1	2.5176117E+1	2.5317938E+1	2.5052466E+1	2.4560000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.3872113E+1	2.5151183E+1	2.5177652E+1	2.5318859E+1	2.5054307E+1	2.4560000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.5979781E+1	2.5151796E+1	2.5178572E+1	2.5317478E+1	2.5054460E+1	2.4560000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.8084644E+1	2.5152410E+1	2.5180720E+1	2.5318245E+1	2.5053847E+1	2.4560000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.0192707E+1	2.5152564E+1	2.5181487E+1	2.5318245E+1	2.5054767E+1	2.4560000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.2299607E+1	2.5150569E+1	2.5181948E+1	2.5319166E+1	2.5054460E+1	2.4560000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.4405351E+1	2.5149342E+1	2.5183328E+1	2.5317325E+1	2.5054767E+1	2.4560000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.6510436E+1	2.5146427E+1	2.5184863E+1	2.5318859E+1	2.5054000E+1	2.4560000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.8614746E+1	2.5144279E+1	2.5185476E+1	2.5318399E+1	2.5054767E+1	2.4560000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.0720061E+1	2.5145046E+1	2.5186244E+1	2.5319319E+1	2.5054614E+1	2.4560000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.2824758E+1	2.5146120E+1	2.5188852E+1	2.5318859E+1	2.5054000E+1	2.4560000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.4930852E+1	2.5147654E+1	2.5190386E+1	2.5319473E+1	2.5054614E+1	2.4560000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.7037439E+1	2.5147194E+1	2.5193301E+1	2.5319012E+1	2.5054920E+1	2.4560000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.9144423E+1	2.5144739E+1	2.5195603E+1	2.5319319E+1	2.5054000E+1	2.4570000E+1	2.5010000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
