x-axis,2
second,Volt
-17.63500E-03,+5.94974868E+00
-17.61000E-03,+5.94974868E+00
-17.58500E-03,+5.94974868E+00
-17.56000E-03,+5.94974868E+00
-17.53500E-03,+5.94974868E+00
-17.51000E-03,+5.94974868E+00
-17.48500E-03,+5.94974868E+00
-17.46000E-03,+5.94974868E+00
-17.43500E-03,+5.94974868E+00
-17.41000E-03,+5.94974868E+00
-17.38500E-03,+5.94974868E+00
-17.36000E-03,+5.94974868E+00
-17.33500E-03,+5.94974868E+00
-17.31000E-03,+5.94974868E+00
-17.28500E-03,+5.94974868E+00
-17.26000E-03,+5.94974868E+00
-17.23500E-03,+5.94974868E+00
-17.21000E-03,+5.94974868E+00
-17.18500E-03,+5.94974868E+00
-17.16000E-03,+5.94974868E+00
-17.13500E-03,+5.94974868E+00
-17.11000E-03,+5.94974868E+00
-17.08500E-03,+5.94974868E+00
-17.06000E-03,+5.94974868E+00
-17.03500E-03,+5.94974868E+00
-17.01000E-03,+5.94974868E+00
-16.98500E-03,+5.94974868E+00
-16.96000E-03,+5.94974868E+00
-16.93500E-03,+5.94974868E+00
-16.91000E-03,+5.94974868E+00
-16.88500E-03,+5.94974868E+00
-16.86000E-03,+5.94974868E+00
-16.83500E-03,+5.94974868E+00
-16.81000E-03,+5.94974868E+00
-16.78500E-03,+5.94974868E+00
-16.76000E-03,+5.94974868E+00
-16.73500E-03,+5.94974868E+00
-16.71000E-03,+5.94974868E+00
-16.68500E-03,+5.94974868E+00
-16.66000E-03,+5.94974868E+00
-16.63500E-03,+5.70854265E+00
-16.61000E-03,+5.28643210E+00
-16.58500E-03,+4.66331653E+00
-16.56000E-03,+3.99999996E+00
-16.53500E-03,+3.27638187E+00
-16.51000E-03,+2.49246228E+00
-16.48500E-03,+1.74874370E+00
-16.46000E-03,+964.82411E-03
-16.43500E-03,+241.20603E-03
-16.41000E-03,-402.01005E-03
-16.38500E-03,-1.06532662E+00
-16.36000E-03,-1.68844219E+00
-16.33500E-03,-2.25125626E+00
-16.31000E-03,-2.73366831E+00
-16.28500E-03,-3.21608037E+00
-16.26000E-03,-3.55778891E+00
-16.23500E-03,-3.95979895E+00
-16.21000E-03,-4.26130649E+00
-16.18500E-03,-4.58291452E+00
-16.16000E-03,-4.82412055E+00
-16.13500E-03,-5.06532658E+00
-16.11000E-03,-5.22613060E+00
-16.08500E-03,-5.38693462E+00
-16.06000E-03,-5.54773863E+00
-16.03500E-03,-5.62814064E+00
-16.01000E-03,-5.78894466E+00
-15.98500E-03,-5.86934667E+00
-15.96000E-03,-5.92964818E+00
-15.93500E-03,-5.94974868E+00
-15.91000E-03,-6.03015069E+00
-15.88500E-03,-6.11055270E+00
-15.86000E-03,-6.11055270E+00
-15.83500E-03,-6.11055270E+00
-15.81000E-03,-6.13065320E+00
-15.78500E-03,-6.13065320E+00
-15.76000E-03,-6.19095471E+00
-15.73500E-03,-6.19095471E+00
-15.71000E-03,-6.19095471E+00
-15.68500E-03,-6.19095471E+00
-15.66000E-03,-6.19095471E+00
-15.63500E-03,-6.19095471E+00
-15.61000E-03,-6.19095471E+00
-15.58500E-03,-6.19095471E+00
-15.56000E-03,-6.19095471E+00
-15.53500E-03,-6.19095471E+00
-15.51000E-03,-6.19095471E+00
-15.48500E-03,-6.19095471E+00
-15.46000E-03,-6.19095471E+00
-15.43500E-03,-6.19095471E+00
-15.41000E-03,-6.19095471E+00
-15.38500E-03,-6.11055270E+00
-15.36000E-03,-6.17085421E+00
-15.33500E-03,-6.19095471E+00
-15.31000E-03,-6.11055270E+00
-15.28500E-03,-6.19095471E+00
-15.26000E-03,-6.19095471E+00
-15.23500E-03,-6.19095471E+00
-15.21000E-03,-6.19095471E+00
-15.18500E-03,-6.13065320E+00
-15.16000E-03,-6.11055270E+00
-15.13500E-03,-6.19095471E+00
-15.11000E-03,-6.13065320E+00
-15.08500E-03,-6.13065320E+00
-15.06000E-03,-6.13065320E+00
-15.03500E-03,-6.19095471E+00
-15.01000E-03,-6.11055270E+00
-14.98500E-03,-6.19095471E+00
-14.96000E-03,-6.17085421E+00
-14.93500E-03,-6.19095471E+00
-14.91000E-03,-6.11055270E+00
-14.88500E-03,-6.13065320E+00
-14.86000E-03,-6.17085421E+00
-14.83500E-03,-6.17085421E+00
-14.81000E-03,-6.17085421E+00
-14.78500E-03,-6.13065320E+00
-14.76000E-03,-6.11055270E+00
-14.73500E-03,-6.13065320E+00
-14.71000E-03,-6.17085421E+00
-14.68500E-03,-6.11055270E+00
-14.66000E-03,-6.13065320E+00
-14.63500E-03,-6.11055270E+00
-14.61000E-03,-6.11055270E+00
-14.58500E-03,-6.13065320E+00
-14.56000E-03,-6.11055270E+00
-14.53500E-03,-6.11055270E+00
-14.51000E-03,-6.11055270E+00
-14.48500E-03,-6.13065320E+00
-14.46000E-03,-6.11055270E+00
-14.43500E-03,-6.13065320E+00
