0.0000000E+0	9.2865532E-1	1.4894125E+3	1.1133969E+3
1.1817975E+0	9.3214219E-1	1.4894300E+3	1.1125038E+3
1.7567272E+0	9.2597311E-1	1.4894551E+3	1.1120664E+3
2.3315353E+0	9.3303626E-1	1.4894757E+3	1.1117334E+3
2.9068141E+0	9.2706090E-1	1.4894851E+3	1.1115125E+3
3.4832859E+0	9.3136733E-1	1.4894907E+3	1.1113222E+3
4.0581346E+0	9.2996662E-1	1.4894945E+3	1.1112083E+3
4.6341624E+0	9.2771655E-1	1.4895001E+3	1.1110537E+3
5.2067680E+0	9.3272334E-1	1.4894882E+3	1.1109599E+3
5.7832165E+0	9.2582410E-1	1.4894626E+3	1.1107152E+3
6.3577790E+0	9.3279785E-1	1.4894407E+3	1.1106983E+3
6.9426537E+0	9.2837220E-1	1.4894350E+3	1.1105099E+3
7.5157428E+0	9.2917686E-1	1.4894169E+3	1.1104442E+3
8.0901895E+0	9.3165046E-1	1.4893969E+3	1.1103140E+3
8.6667542E+0	9.2624133E-1	1.4893762E+3	1.1102289E+3
9.2409062E+0	9.3282765E-1	1.4893568E+3	1.1102076E+3
9.8150830E+0	9.2574960E-1	1.4893612E+3	1.1100480E+3
1.0388859E+1	9.3086069E-1	1.4893725E+3	1.1098609E+3
1.0965236E+1	9.2826789E-1	1.4893869E+3	1.1097820E+3
1.1539876E+1	9.2685228E-1	1.4894031E+3	1.1096994E+3
1.2114275E+1	9.3115872E-1	1.4893919E+3	1.1096218E+3
1.2690248E+1	9.2501944E-1	1.4893712E+3	1.1095454E+3
1.3266823E+1	9.3169516E-1	1.4893631E+3	1.1094816E+3
1.3841207E+1	9.2509394E-1	1.4893637E+3	1.1094735E+3
1.4415309E+1	9.2908746E-1	1.4893706E+3	1.1093251E+3
1.4990211E+1	9.2895335E-1	1.4893837E+3	1.1092525E+3
1.5565477E+1	9.2591351E-1	1.4893969E+3	1.1091975E+3
1.6138797E+1	9.3145674E-1	1.4894100E+3	1.1090961E+3
1.6715550E+1	9.2464691E-1	1.4894188E+3	1.1091305E+3
1.7287623E+1	9.3144184E-1	1.4894382E+3	1.1089371E+3
1.7860844E+1	9.2589861E-1	1.4894501E+3	1.1089284E+3
1.8434850E+1	9.2899805E-1	1.4894613E+3	1.1088952E+3
1.9006664E+1	9.2852121E-1	1.4894757E+3	1.1089133E+3
1.9579744E+1	9.2607742E-1	1.4894795E+3	1.1087368E+3
2.0153157E+1	9.3099480E-1	1.4894782E+3	1.1087625E+3
2.0726767E+1	9.2440849E-1	1.4894882E+3	1.1086092E+3
2.1301247E+1	9.3169516E-1	1.4894995E+3	1.1086749E+3
2.1875772E+1	9.2574960E-1	1.4895114E+3	1.1086367E+3
2.2448706E+1	9.2913216E-1	1.4895139E+3	1.1085754E+3
2.3023770E+1	9.2919176E-1	1.4895076E+3	1.1084433E+3
2.3599616E+1	9.2566019E-1	1.4894826E+3	1.1084765E+3
2.4175247E+1	9.3199318E-1	1.4894476E+3	1.1084145E+3
2.4749773E+1	9.2504924E-1	1.4894250E+3	1.1083213E+3
2.5324374E+1	9.3105441E-1	1.4894031E+3	1.1083789E+3
2.5900887E+1	9.2671817E-1	1.4893956E+3	1.1082668E+3
2.6475515E+1	9.2802947E-1	1.4894125E+3	1.1082625E+3
2.7048813E+1	9.3035405E-1	1.4894163E+3	1.1082218E+3
2.7625025E+1	9.2516845E-1	1.4894019E+3	1.1081892E+3
2.8198868E+1	9.3178457E-1	1.4893606E+3	1.1081517E+3
2.8784496E+1	9.2552608E-1	1.4893155E+3	1.1081592E+3
2.9357714E+1	9.2992192E-1	1.4892924E+3	1.1081755E+3
2.9932984E+1	9.2835730E-1	1.4892830E+3	1.1081285E+3
3.0508708E+1	9.2576450E-1	1.4892567E+3	1.1080547E+3
3.1084385E+1	9.3120342E-1	1.4892273E+3	1.1079764E+3
3.1659587E+1	9.2454260E-1	1.4892110E+3	1.1080490E+3
3.2234932E+1	9.3096500E-1	1.4892129E+3	1.1079671E+3
3.2810249E+1	9.2546647E-1	1.4892229E+3	1.1080221E+3
3.3385398E+1	9.2762714E-1	1.4892429E+3	1.1079320E+3
3.3958806E+1	9.2859572E-1	1.4892479E+3	1.1078945E+3
3.4534704E+1	9.2439359E-1	1.4892536E+3	1.1078851E+3
3.5108872E+1	9.3068188E-1	1.4892460E+3	1.1078312E+3
3.5683912E+1	9.2341011E-1	1.4892273E+3	1.1078532E+3
3.6256670E+1	9.2989212E-1	1.4891985E+3	1.1078262E+3
3.6830865E+1	9.2576450E-1	1.4891597E+3	1.1077342E+3
3.7405586E+1	9.2726951E-1	1.4891303E+3	1.1078500E+3
3.7980938E+1	9.2920667E-1	1.4891284E+3	1.1077449E+3
3.8555468E+1	9.2411047E-1	1.4891453E+3	1.1078150E+3
3.9128809E+1	9.3138223E-1	1.4891753E+3	1.1077906E+3
3.9704484E+1	9.2405086E-1	1.4891997E+3	1.1076485E+3
4.0278301E+1	9.2975801E-1	1.4892116E+3	1.1076341E+3
4.0852798E+1	9.2680758E-1	1.4892229E+3	1.1077874E+3
