y,x,mass,size,ecc,signal,raw_mass,ep,frame,particle
23.41607898448519,286.3822284908322,344.59040935977634,1.8459730120107207,0.1171001309994245,26.731272940462198,409.0,0.0,0,0
42.46053123830902,408.880658436214,1299.139864906463,3.852596405636241,0.37195625692276796,35.96571268353096,1948.0,0.0,0,1
51.00459770114942,199.4919540229885,211.4200678018374,1.7227350614514185,0.17018760164596208,19.4409257748816,230.0,0.0,0,2
57.782485875706215,392.0169491525424,172.05219310770215,2.760189136236249,0.04469864160338624,15.55274061990528,196.0,0.0,0,3
67.55019455252918,429.86225680933853,624.5397405180714,3.3461750043195697,0.5653291414330696,22.35706464111384,797.0,0.0,0,4
102.06839826839827,491.5881673881674,1684.0701952491186,3.8195592925144113,0.24685764079669187,38.8818515497632,2747.0,0.0,0,5
110.55081967213115,508.0073770491803,592.9482361338888,3.042728499441164,0.5195661893606022,22.35706464111384,761.0,0.0,0,6
162.61047312815802,298.96715663757465,2116.144770595862,3.08637707882054,0.1870607742280581,54.43459216966848,3215.0,0.0,0,7
199.20188531029066,325.2702278083268,618.7074627856069,2.090076805438398,0.1587482921778654,42.28401356036748,738.0,0.0,0,8
197.8326612903226,416.9193548387097,241.06747960853184,3.7489245769781725,0.8081388376692119,15.06671747553324,280.0,0.0,0,9
192.77791207130986,448.2826710983532,3216.9871925985326,3.3368793144868256,0.25031297830451066,115.67350836054551,5006.0,0.0,0,10
192.04374057315235,390.526395173454,322.2333447186625,2.848354291857967,0.23366861964505553,22.35706464111384,382.0,0.0,0,11
189.63784584980237,371.5592885375494,983.7108442090089,4.994216022148954,0.3883797992139812,25.27320350734608,1659.0,0.0,0,12
187.5,246.5,209.96199836872128,1.9148542155126762,0.26086053594608644,16.52478690864936,224.0,0.0,0,13
172.91856723100602,475.7040716384497,3473.6074128269697,4.131783930664716,0.33212882826363305,55.40663845841256,6359.0,0.0,0,14
167.0,347.5,156.49945248779687,1.6727631768910782,0.06344827564328176,15.55274061990528,168.0,0.0,0,15
152.47588264545,219.10989557434112,977.3925433321724,2.360266990940458,0.18471715606922998,44.71412928222768,1270.0,0.0,0,16
136.30933117583604,428.2988133764833,1802.1738193315243,3.6948388155246583,0.10788247702317362,32.56355067292668,3147.0,0.0,0,17
239.51830443159923,379.4585741811175,504.4920238581775,3.5288516310971088,0.42372304280879985,22.843087785485878,656.0,0.0,0,18
223.12948207171314,387.69123505976097,243.98361847476406,1.7526303510467798,0.16393294566903863,21.38501835236976,261.0,0.0,0,19
220.4832116788321,557.2155717761557,998.7775616845422,3.8305977756395664,0.34267324871663035,25.27320350734608,1583.0,0.0,0,20
214.7680730986294,442.0068529965063,3616.9842404167216,3.300195852258251,0.24189550823550615,103.03690660687248,5912.0,0.0,0,21
146.4823955248437,522.8328397499178,1477.0243357466295,2.4923047079933895,0.18230709241190438,61.238916190877035,1963.0,0.0,0,22
145.5214805023133,396.00176250275393,2206.0590523046894,2.213788431646649,0.0739078441075298,119.0756703711498,2864.0,0.0,0,23
113.0,465.0,123.93590181487019,1.4605934866804429,0.1383928565250319,15.06671747553324,140.0,0.0,0,24
202.87340153452686,562.0281329923274,380.07009889893527,2.81005683880952,0.12467188183122256,26.24524979609016,468.0,0.0,0,25
211.33664122137404,291.10038167938933,1273.3806382547448,2.7672429578528623,0.08191785232414568,38.8818515497632,1755.0,0.0,0,26
338.2469713656388,357.48155286343615,1765.2360603592492,2.3968821524771378,0.04069887299664332,77.7637030995264,2334.0,0.0,0,27
254.0,444.0,183.7167485726311,1.6555182695279267,0.17278103779530976,18.46887948613752,196.0,0.0,0,28
252.95631528964861,422.94017094017096,511.7823710237581,2.0784701072434633,0.11105450025786674,27.21729608483424,646.0,0.0,0,29
252.65145228215766,141.29816241849437,1639.8420891112628,3.2008445832679726,0.08557106251508499,35.96571268353096,2706.0,0.0,0,30
241.55611390284758,326.34840871021777,290.1558171901079,2.0062715738754573,0.1603100775636652,20.898995207997718,308.0,0.0,0,31
254.4847958297133,575.8627280625543,559.4126391722181,3.6612655372823952,0.4402883501049555,25.75922665171812,835.0,0.0,0,32
410.1344996237773,543.4100827689992,5167.398070963529,4.008761097645817,0.2413360482094374,85.54007340947904,10301.0,0.0,0,33
451.04204413472706,377.1005807200929,2092.329636521632,2.6901981499411103,0.05037402726324941,117.61760093803368,3054.0,0.0,0,34
426.21377672209024,398.86856690419637,613.8472313418865,2.0059294526780196,0.10216684400018382,36.93775897227504,743.0,0.0,0,35
474.9362831858407,489.1141592920354,549.2061531404051,4.188162838835397,0.7714839056443136,22.843087785485878,727.0,0.0,0,36
501.34839876033055,286.5,1881.8816150085388,3.1884265789863777,0.12733107649089362,43.25605984911156,2915.0,0.0,0,37
505.4769780956638,229.5851586946804,1087.2337739602535,2.569551081056426,0.24529342576680496,44.71412928222768,1453.0,0.0,0,38
504.74170274170274,377.32395382395384,1347.2561561992948,2.9554166769658274,0.2333255219840658,39.85389783850728,1947.0,0.0,0,39
511.6476207973544,398.57211096821607,2645.4239748170135,2.660293842613346,0.10253259825232074,93.31644371943167,3878.0,0.0,0,40
527.4770114942529,200.6522988505747,338.2721084829398,1.899031816237016,0.15091966415950803,25.75922665171812,403.0,0.0,0,41
530.6883680555555,528.109375,559.89866231659,2.0701667270482775,0.14204673386897632,33.535596961670755,691.0,0.0,0,42
456.5762711864407,500.7221549636804,1605.82046900522,4.768236307256615,0.37688357598649835,19.4409257748816,4939.0,0.0,0,43
383.54104769351056,441.2642689601251,621.6236016518392,3.8045485307806097,0.3016846085370808,23.32911092985792,858.0,0.0,0,44
