0.0000000E+0	9.3480950E-1	1.3990018E+3	1.0981794E+3
5.7395554E-1	9.3454128E-1	1.3989636E+3	1.0981663E+3
1.1484299E+0	9.3443697E-1	1.3989317E+3	1.0981437E+3
1.7237730E+0	9.3446678E-1	1.3988948E+3	1.0981275E+3
2.2973943E+0	9.3473500E-1	1.3988616E+3	1.0981118E+3
2.8748078E+0	9.3452638E-1	1.3988215E+3	1.0980955E+3
3.4488268E+0	9.3474990E-1	1.3987865E+3	1.0980743E+3
4.0239944E+0	9.3463069E-1	1.3987558E+3	1.0980574E+3
4.5981302E+0	9.3474990E-1	1.3987145E+3	1.0980398E+3
5.1728048E+0	9.3403464E-1	1.3986851E+3	1.0980217E+3
5.7488308E+0	9.3442207E-1	1.3986469E+3	1.0980023E+3
6.3342991E+0	9.3524164E-1	1.3986094E+3	1.0979879E+3
6.9082990E+0	9.3491381E-1	1.3985718E+3	1.0979697E+3
7.4827161E+0	9.3476480E-1	1.3985399E+3	1.0979503E+3
8.0573950E+0	9.3548005E-1	1.3985042E+3	1.0979303E+3
8.6340241E+0	9.3498832E-1	1.3984748E+3	1.0979178E+3
9.2073612E+0	9.3486911E-1	1.3984360E+3	1.0979003E+3
9.7837944E+0	9.3458598E-1	1.3984035E+3	1.0978803E+3
1.0357975E+1	9.3497341E-1	1.3983684E+3	1.0978665E+3
1.0932099E+1	9.3540555E-1	1.3983334E+3	1.0978490E+3
1.1505410E+1	9.3582278E-1	1.3982958E+3	1.0978339E+3
1.2080070E+1	9.3662744E-1	1.3982651E+3	1.0978177E+3
1.2655433E+1	9.3683606E-1	1.3982345E+3	1.0977995E+3
1.3230847E+1	9.3643373E-1	1.3981963E+3	1.0977820E+3
1.3805402E+1	9.3658274E-1	1.3981625E+3	1.0977620E+3
1.4381646E+1	9.3688076E-1	1.3981275E+3	1.0977463E+3
1.4957445E+1	9.3698507E-1	1.3980930E+3	1.0977294E+3
1.5534170E+1	9.3755132E-1	1.3980599E+3	1.0977144E+3
1.6108824E+1	9.3744701E-1	1.3980211E+3	1.0976969E+3
1.6685358E+1	9.3804305E-1	1.3979848E+3	1.0976775E+3
1.7259551E+1	9.3844539E-1	1.3979491E+3	1.0976612E+3
1.7844085E+1	9.3856459E-1	1.3979134E+3	1.0976405E+3
1.8419527E+1	9.3896693E-1	1.3978709E+3	1.0976268E+3
1.8995194E+1	9.3944376E-1	1.3978358E+3	1.0976074E+3
1.9569683E+1	9.3951827E-1	1.3977945E+3	1.0975955E+3
2.0144333E+1	9.3902653E-1	1.3977576E+3	1.0975748E+3
2.0717357E+1	9.3914574E-1	1.3977207E+3	1.0975579E+3
