x-axis,1,2
second,Volt,Volt
+0.0E+00,-5.000246178E+00,-89.414650E-03
+1.563E-06,-4.999876328E+00,-89.414650E-03
+3.125E-06,-4.999506479E+00,-89.414650E-03
+4.688E-06,-4.999136630E+00,-89.414650E-03
+6.250E-06,-4.998766781E+00,-89.414650E-03
+7.813E-06,-4.998396931E+00,-89.414650E-03
+9.375E-06,-4.998027082E+00,-89.414650E-03
+10.938E-06,-4.997657233E+00,-89.414650E-03
+12.500E-06,-4.997287384E+00,-89.414650E-03
+14.063E-06,-4.996917534E+00,-89.414650E-03
+15.625E-06,-4.996547685E+00,-89.414650E-03
+17.188E-06,-4.996177836E+00,-89.406861E-03
+18.750E-06,-4.995807987E+00,-89.399073E-03
+20.313E-06,-4.995438137E+00,-89.391284E-03
+21.875E-06,-4.995068288E+00,-89.383495E-03
+23.438E-06,-4.994698439E+00,-89.375706E-03
+25.000E-06,-4.994328590E+00,-89.367917E-03
+26.563E-06,-4.993958740E+00,-89.360128E-03
+28.125E-06,-4.993588891E+00,-89.352339E-03
+29.688E-06,-4.993219042E+00,-89.344550E-03
+31.250E-06,-4.992849193E+00,-89.336761E-03
+32.813E-06,-4.992849193E+00,-89.336761E-03
+34.375E-06,-4.992849193E+00,-89.336761E-03
+35.938E-06,-4.992849193E+00,-89.336761E-03
+37.500E-06,-4.992849193E+00,-89.336761E-03
+39.063E-06,-4.992849193E+00,-89.336761E-03
+40.625E-06,-4.992849193E+00,-89.336761E-03
+42.188E-06,-4.992849193E+00,-89.336761E-03
+43.750E-06,-4.992849193E+00,-89.336761E-03
+45.313E-06,-4.992849193E+00,-89.336761E-03
+46.875E-06,-4.992849193E+00,-89.336761E-03
+48.438E-06,-4.992109494E+00,-89.336761E-03
+50.000E-06,-4.991369796E+00,-89.336761E-03
+51.563E-06,-4.990630097E+00,-89.336761E-03
+53.125E-06,-4.989890399E+00,-89.336761E-03
+54.688E-06,-4.989150700E+00,-89.336761E-03
+56.250E-06,-4.988411002E+00,-89.336761E-03
+57.813E-06,-4.987671303E+00,-89.336761E-03
+59.375E-06,-4.986931605E+00,-89.336761E-03
+60.938E-06,-4.986191906E+00,-89.336761E-03
+62.500E-06,-4.985452208E+00,-89.336761E-03
+64.063E-06,-4.985082359E+00,-89.336761E-03
+65.625E-06,-4.984712509E+00,-89.336761E-03
+67.188E-06,-4.984342660E+00,-89.336761E-03
+68.750E-06,-4.983972811E+00,-89.336761E-03
+70.313E-06,-4.983602962E+00,-89.336761E-03
+71.875E-06,-4.983233112E+00,-89.336761E-03
