x-axis,1,2
second,Volt,Volt
+0.0E+00,-7.515221025E+00,-100.786510E-03
+1.563E-06,-7.515221025E+00,-100.778721E-03
+3.125E-06,-7.515221025E+00,-100.770932E-03
+4.688E-06,-7.515221025E+00,-100.763143E-03
+6.250E-06,-7.515221025E+00,-100.755354E-03
+7.813E-06,-7.515221025E+00,-100.747565E-03
+9.375E-06,-7.515221025E+00,-100.739776E-03
+10.938E-06,-7.515221025E+00,-100.731987E-03
+12.500E-06,-7.515221025E+00,-100.724198E-03
+14.063E-06,-7.515221025E+00,-100.716409E-03
+15.625E-06,-7.515221025E+00,-100.708620E-03
+17.188E-06,-7.515221025E+00,-100.716409E-03
+18.750E-06,-7.515221025E+00,-100.724198E-03
+20.313E-06,-7.515221025E+00,-100.731987E-03
+21.875E-06,-7.515221025E+00,-100.739776E-03
+23.438E-06,-7.515221025E+00,-100.747565E-03
+25.000E-06,-7.515221025E+00,-100.755354E-03
+26.563E-06,-7.515221025E+00,-100.763143E-03
+28.125E-06,-7.515221025E+00,-100.770932E-03
+29.688E-06,-7.515221025E+00,-100.778721E-03
+31.250E-06,-7.515221025E+00,-100.786510E-03
+32.813E-06,-7.515221025E+00,-100.786510E-03
+34.375E-06,-7.515221025E+00,-100.786510E-03
+35.938E-06,-7.515221025E+00,-100.786510E-03
+37.500E-06,-7.515221025E+00,-100.786510E-03
+39.063E-06,-7.515221025E+00,-100.786510E-03
+40.625E-06,-7.515221025E+00,-100.786510E-03
+42.188E-06,-7.515221025E+00,-100.786510E-03
+43.750E-06,-7.515221025E+00,-100.786510E-03
+45.313E-06,-7.515221025E+00,-100.786510E-03
+46.875E-06,-7.515221025E+00,-100.786510E-03
+48.438E-06,-7.515221025E+00,-100.778721E-03
+50.000E-06,-7.515221025E+00,-100.770932E-03
+51.563E-06,-7.515221025E+00,-100.763143E-03
+53.125E-06,-7.515221025E+00,-100.755354E-03
+54.688E-06,-7.515221025E+00,-100.747565E-03
+56.250E-06,-7.515221025E+00,-100.739776E-03
+57.813E-06,-7.515221025E+00,-100.731987E-03
+59.375E-06,-7.515221025E+00,-100.724198E-03
+60.938E-06,-7.515221025E+00,-100.716409E-03
+62.500E-06,-7.515221025E+00,-100.708620E-03
+64.063E-06,-7.515221025E+00,-100.708620E-03
+65.625E-06,-7.515221025E+00,-100.708620E-03
+67.188E-06,-7.515221025E+00,-100.708620E-03
+68.750E-06,-7.515221025E+00,-100.708620E-03
+70.313E-06,-7.515221025E+00,-100.708620E-03
+71.875E-06,-7.515221025E+00,-100.708620E-03
