#Vystupni charakteristika tranzistoru
#napeti Ud (V) proud Id (mA) napeti Ug (V)
0.0 -0.0152831339 3.4
0.1 0.845721021 3.4
0.2 0.911128431 3.4
0.30000000000000004 0.930736894 3.4
0.4 0.930805696 3.4
0.5 0.960298658 3.4
0.6 0.9510677740000001 3.4
0.7 0.972928343 3.4
0.7999999999999999 0.9551729369999999 3.4
0.8999999999999999 0.9985936419999999 3.4
0.9999999999999999 0.9751254079999999 3.4
1.0999999999999999 0.9857185649999999 3.4
1.2 0.98270964 3.4
1.3 0.975538218 3.4
1.4000000000000001 0.996559407 3.4
1.5000000000000002 0.9766940850000001 3.4
1.6000000000000003 1.0124824000000001 3.4
1.7000000000000004 0.9713573719999999 3.4
1.8000000000000005 1.02931815 3.4
1.9000000000000006 0.975531338 3.4
2.0000000000000004 1.01633299 3.4
2.1000000000000005 0.976657391 3.4
2.2000000000000006 0.989683831 3.4
2.3000000000000007 0.977044973 3.4
2.400000000000001 0.9955365559999999 3.4
2.500000000000001 0.959078576 3.4
2.600000000000001 0.987317056 3.4
2.700000000000001 0.962477376 3.4
2.800000000000001 0.9882917449999999 3.4
2.9000000000000012 0.9783590839999999 3.4
3.0000000000000013 0.984468668 3.4
3.1000000000000014 0.994116949 3.4
3.2000000000000015 0.993172074 3.4
3.3000000000000016 1.00909506 3.4
3.4000000000000017 0.97155919 3.4
3.5000000000000018 1.00711587 3.4
3.600000000000002 0.9837898260000001 3.4
3.700000000000002 1.01223471 3.4
3.800000000000002 1.00889783 3.4
3.900000000000002 1.01455332 3.4
4.000000000000002 1.01915157 3.4
4.100000000000001 1.03631987 3.4
4.200000000000001 1.0147024 3.4
4.300000000000001 1.0543596499999999 3.4
4.4 1.01585826 3.4
4.5 1.0350608000000001 3.4
4.6 1.0215710900000001 3.4
4.699999999999999 1.0195368599999999 3.4
4.799999999999999 1.0351089599999999 3.4
4.899999999999999 1.01353047 3.4
4.999999999999998 1.04881653 3.4
5.099999999999998 1.01584909 3.4
5.1999999999999975 1.05701769 3.4
5.299999999999997 1.01203519 3.4
5.399999999999997 1.0345035 3.4
5.4999999999999964 1.00826944 3.4
5.599999999999996 1.0219036300000002 3.4
5.699999999999996 1.0087808699999998 3.4
5.799999999999995 1.02353882 3.4
5.899999999999995 0.9935504829999999 3.4
5.999999999999995 1.01104215 3.4
6.099999999999994 0.9948967009999999 3.4
6.199999999999994 1.02221553 3.4
6.299999999999994 1.0162274999999998 3.4
6.399999999999993 1.0170118400000001 3.4
6.499999999999993 1.02983875 3.4
6.5999999999999925 1.00966153 3.4
6.699999999999992 1.0327834599999999 3.4
6.799999999999992 1.00184796 3.4
6.8999999999999915 1.041996 3.4
6.999999999999991 0.9934564539999999 3.4
7.099999999999991 1.0415327300000001 3.4
7.19999999999999 1.02539417 3.4
7.29999999999999 1.0422046999999999 3.4
7.39999999999999 1.0369734800000001 3.4
7.499999999999989 1.05893955 3.4
7.599999999999989 1.03654691 3.4
7.699999999999989 1.0802428199999998 3.4
7.799999999999988 1.03912926 3.4
7.899999999999988 1.0764472699999998 3.4
7.999999999999988 1.0442848 3.4
8.099999999999987 1.0416932700000001 3.4
8.199999999999987 1.0617214199999998 3.4
8.299999999999986 1.03311142 3.4
8.399999999999986 1.07748846 3.4
8.499999999999986 1.04089747 3.4
8.599999999999985 1.0798346 3.4
8.699999999999985 1.03458148 3.4
8.799999999999985 1.0602926400000001 3.4
8.899999999999984 1.03888387 3.4
8.999999999999984 1.05016734 3.4
9.099999999999984 1.03247844 3.4
9.199999999999983 1.04436966 3.4
9.299999999999983 1.0184796 3.4
9.399999999999983 1.0422046999999999 3.4
9.499999999999982 1.0324027599999999 3.4
9.599999999999982 1.04361513 3.4
9.699999999999982 1.02602714 3.4
9.799999999999981 1.0326229199999999 3.4
9.89999999999998 1.0477776300000001 3.4
9.99999999999998 1.0408699499999998 3.4
10.09999999999998 1.06416847 3.4
10.19999999999998 1.03285685 3.4
10.29999999999998 1.0564145299999999 3.4
10.399999999999979 1.02539187 3.4
10.499999999999979 1.06555138 3.4
10.599999999999978 1.0395076699999999 3.4
10.699999999999978 1.06584494 3.4
10.799999999999978 1.05300885 3.4
10.899999999999977 1.07560559 3.4
10.999999999999977 1.06917493 3.4
11.099999999999977 1.08405443 3.4
11.199999999999976 1.0609141500000001 3.4
11.299999999999976 1.10205752 3.4
11.399999999999975 1.07258061 3.4
11.499999999999975 1.08985441 3.4
11.599999999999975 1.07608032 3.4
11.699999999999974 1.0748327199999999 3.4
