#Vystupni charakteristika tranzistoru
#napeti Ud (V) proud Id (mA) napeti Ug (V)
17.099999999999973 45.9344099 3.8
17.199999999999974 45.9681158 3.8
17.299999999999976 46.043105000000004 3.8
17.399999999999977 46.125499500000004 3.8
17.49999999999998 46.1478096 3.8
17.59999999999998 46.2238446 3.8
17.69999999999998 46.2575895 3.8
17.799999999999983 46.3317278 3.8
17.899999999999984 46.4068225 3.8
17.999999999999986 46.477835 3.8
18.099999999999987 46.4988653 3.8
18.19999999999999 46.5775721 3.8
18.29999999999999 46.6344252 3.8
18.39999999999999 46.7168403 3.8
18.499999999999993 46.761272399999996 3.8
18.599999999999994 46.8654175 3.8
18.699999999999996 46.8669127 3.8
18.799999999999997 46.9490068 3.8
18.9 47.008384899999996 3.8
19.0 47.0815325 3.8
19.1 47.094065900000004 3.8
19.200000000000003 47.1954864 3.8
19.300000000000004 47.2188812 3.8
19.400000000000006 47.344334100000005 3.8
19.500000000000007 47.3781387 3.8
19.60000000000001 47.4646108 3.8
19.70000000000001 47.4916843 3.8
19.80000000000001 47.5728977 3.8
19.900000000000013 47.6429584 3.8
