#Vystupni charakteristika tranzistoru
#napeti Ud (V) proud Id (mA) napeti Ug (V)
0.0 -0.0664807152 3.7
0.1 12.715024 3.7
0.2 14.2596251 3.7
0.30000000000000004 14.793589899999999 3.7
0.4 15.0894759 3.7
0.5 15.309478200000001 3.7
0.6 15.4365158 3.7
0.7 15.5688993 3.7
0.7999999999999999 15.627002300000001 3.7
0.8999999999999999 15.7348374 3.7
0.9999999999999999 15.764172100000001 3.7
1.0999999999999999 15.8407414 3.7
1.2 15.877114599999999 3.7
1.3 15.9236749 3.7
1.4000000000000001 15.955592000000001 3.7
1.5000000000000002 16.0100439 3.7
1.6000000000000003 16.0232309 3.7
1.7000000000000004 16.0797353 3.7
1.8000000000000005 16.089035000000003 3.7
1.9000000000000006 16.147117400000003 3.7
2.0000000000000004 16.1730579 3.7
2.1000000000000005 16.214208099999997 3.7
2.2000000000000006 16.2466756 3.7
2.3000000000000007 16.2525215 3.7
2.400000000000001 16.2995451 3.7
2.500000000000001 16.3024508 3.7
2.600000000000001 16.3581778 3.7
2.700000000000001 16.3419085 3.7
2.800000000000001 16.403907999999998 3.7
2.9000000000000012 16.4044469 3.7
3.0000000000000013 16.4517847 3.7
3.1000000000000014 16.4630017 3.7
3.2000000000000015 16.493219399999997 3.7
3.3000000000000016 16.507653899999998 3.7
3.4000000000000017 16.560271099999998 3.7
3.5000000000000018 16.5567714 3.7
3.600000000000002 16.6051596 3.7
3.700000000000002 16.5934725 3.7
3.800000000000002 16.629169100000002 3.7
3.900000000000002 16.645922300000002 3.7
4.000000000000002 16.6367831 3.7
4.100000000000001 16.678284299999998 3.7
4.200000000000001 16.6747272 3.7
4.300000000000001 16.7233333 3.7
4.4 16.7124649 3.7
4.5 16.7818605 3.7
4.6 16.7591468 3.7
4.699999999999999 16.8025377 3.7
4.799999999999999 16.787669700000002 3.7
4.899999999999999 16.8136836 3.7
4.999999999999998 16.8067782 3.7
5.099999999999998 16.843529699999998 3.7
5.1999999999999975 16.845658 3.7
5.299999999999997 16.8857395 3.7
5.399999999999997 16.8627529 3.7
5.4999999999999964 16.914111 3.7
5.599999999999996 16.9232089 3.7
5.699999999999996 16.9429825 3.7
5.799999999999995 16.9686592 3.7
5.899999999999995 16.9743904 3.7
5.999999999999995 17.0009822 3.7
6.099999999999994 16.995654700000003 3.7
6.199999999999994 17.034300599999998 3.7
6.299999999999994 17.0084541 3.7
6.399999999999993 17.0652131 3.7
6.499999999999993 17.0606929 3.7
6.5999999999999925 17.1015404 3.7
6.699999999999992 17.1069895 3.7
6.799999999999992 17.1474678 3.7
6.8999999999999915 17.1484998 3.7
6.999999999999991 17.1660465 3.7
7.099999999999991 17.1818755 3.7
7.19999999999999 17.2096002 3.7
7.29999999999999 17.2063849 3.7
7.39999999999999 17.2622724 3.7
7.499999999999989 17.2424186 3.7
7.599999999999989 17.2732669 3.7
7.699999999999989 17.279775599999997 3.7
7.799999999999988 17.2911554 3.7
7.899999999999988 17.327567499999997 3.7
7.999999999999988 17.3138691 3.7
8.099999999999987 17.366956400000003 3.7
8.199999999999987 17.355427600000002 3.7
8.299999999999986 17.4087993 3.7
8.399999999999986 17.3702291 3.7
8.499999999999986 17.4207639 3.7
8.599999999999985 17.412356300000003 3.7
8.699999999999985 17.4296668 3.7
8.799999999999985 17.4235091 3.7
8.899999999999984 17.4604326 3.7
8.999999999999984 17.453107499999998 3.7
9.099999999999984 17.489398100000003 3.7
9.199999999999983 17.4817634 3.7
9.299999999999983 17.5192924 3.7
9.399999999999983 17.5381417 3.7
9.499999999999982 17.542788100000003 3.7
9.599999999999982 17.571538 3.7
9.699999999999982 17.5875138 3.7
9.799999999999981 17.6092092 3.7
9.89999999999998 17.6074479 3.7
9.99999999999998 17.6522125 3.7
10.09999999999998 17.6318564 3.7
10.19999999999998 17.6718416 3.7
10.29999999999998 17.6584735 3.7
10.399999999999979 17.7077423 3.7
10.499999999999979 17.7061347 3.7
10.599999999999978 17.745060300000002 3.7
10.699999999999978 17.743140800000003 3.7
10.799999999999978 17.777426900000002 3.7
10.899999999999977 17.7867151 3.7
10.999999999999977 17.8387636 3.7
11.099999999999977 17.815708100000002 3.7
11.199999999999976 17.850861199999997 3.7
11.299999999999976 17.856688700000003 3.7
11.399999999999975 17.8651352 3.7
11.499999999999975 17.8964124 3.7
11.599999999999975 17.896327600000003 3.7
11.699999999999974 17.9231442 3.7
11.799999999999974 17.9181698 3.7
11.899999999999974 17.9768301 3.7
11.999999999999973 17.9403813 3.7
12.099999999999973 17.9990897 3.7
12.199999999999973 17.9879347 3.7
12.299999999999972 18.0164598 3.7
12.399999999999972 18.020393 3.7
12.499999999999972 18.0404395 3.7
12.599999999999971 18.034839 3.7
