#Vystupni charakteristika tranzistoru
#napeti Ud (V) proud Id (mA) napeti Ug (V)
0.0 -0.0250667248 3.6
0.1 5.344450490000001 3.6
0.2 5.84972503 3.6
0.30000000000000004 6.04609404 3.6
0.4 6.1551836 3.6
0.5 6.2300971 3.6
0.6 6.28914724 3.6
0.7 6.32256878 3.6
0.7999999999999999 6.3618751399999995 3.6
0.8999999999999999 6.37569739 3.6
0.9999999999999999 6.42208803 3.6
1.0999999999999999 6.41870987 3.6
1.2 6.45906661 3.6
1.3 6.45481008 3.6
1.4000000000000001 6.48935767 3.6
1.5000000000000002 6.474154810000001 3.6
1.6000000000000003 6.52379977 3.6
1.7000000000000004 6.50963122 3.6
1.8000000000000005 6.55585903 3.6
1.9000000000000006 6.552992290000001 3.6
2.0000000000000004 6.58641842 3.6
2.1000000000000005 6.57124078 3.6
2.2000000000000006 6.60739145 3.6
2.3000000000000007 6.610709979999999 3.6
2.400000000000001 6.6349442000000005 3.6
2.500000000000001 6.63019689 3.6
2.600000000000001 6.66160483 3.6
2.700000000000001 6.646968429999999 3.6
2.800000000000001 6.6923958500000005 3.6
2.9000000000000012 6.66850105 3.6
3.0000000000000013 6.695897850000001 3.6
3.1000000000000014 6.69320771 3.6
3.2000000000000015 6.70714463 3.6
3.3000000000000016 6.70773861 3.6
3.4000000000000017 6.70653917 3.6
3.5000000000000018 6.73066331 3.6
3.600000000000002 6.7184946000000005 3.6
3.700000000000002 6.76093374 3.6
3.800000000000002 6.72918637 3.6
3.900000000000002 6.77467113 3.6
4.000000000000002 6.74562537 3.6
4.100000000000001 6.78103757 3.6
4.200000000000001 6.75677812 3.6
4.300000000000001 6.76845375 3.6
4.4 6.7620208 3.6
4.5 6.78840393 3.6
4.6 6.77444179 3.6
4.699999999999999 6.79046798 3.6
4.799999999999999 6.76855008 3.6
4.899999999999999 6.798604920000001 3.6
4.999999999999998 6.7927843 3.6
5.099999999999998 6.80705834 3.6
5.1999999999999975 6.80208169 3.6
5.299999999999997 6.82378631 3.6
5.399999999999997 6.83176042 3.6
5.4999999999999964 6.830927920000001 3.6
5.599999999999996 6.84153943 3.6
5.699999999999996 6.8405762 3.6
5.799999999999995 6.86009064 3.6
5.899999999999995 6.84422728 3.6
5.999999999999995 6.87884137 3.6
6.099999999999994 6.85214634 3.6
6.199999999999994 6.89409011 3.6
6.299999999999994 6.8610401 3.6
6.399999999999993 6.91111851 3.6
6.499999999999993 6.88288003 3.6
6.5999999999999925 6.92372755 3.6
6.699999999999992 6.90678859 3.6
6.799999999999992 6.9331327300000005 3.6
6.8999999999999915 6.9250646 3.6
6.999999999999991 6.94297137 3.6
7.099999999999991 6.94259296 3.6
7.19999999999999 6.9804980699999994 3.6
7.29999999999999 6.95481442 3.6
7.39999999999999 6.9918388700000005 3.6
7.499999999999989 6.96607036 3.6
7.599999999999989 6.9969301900000005 3.6
7.699999999999989 6.98974042 3.6
7.799999999999988 6.98729108 3.6
7.899999999999988 6.99517116 3.6
7.999999999999988 6.99859519 3.6
8.099999999999987 7.00535151 3.6
8.199999999999987 6.9999758 3.6
8.299999999999986 7.03172317 3.6
8.399999999999986 7.00798661 3.6
8.499999999999986 7.04477713 3.6
8.599999999999985 7.017705980000001 3.6
8.699999999999985 7.062147250000001 3.6
8.799999999999985 7.0189834 3.6
