#Prevodni charakteristika tranzistoru
#napeti Ug (V) proud Id (mA) napeti Ud (V)
0.0 -9.66539906e-06 10.0
0.02 -9.86852922e-05 10.0
0.04 -2.63654194e-05 10.0
0.06 6.45013213e-05 10.0
0.08 9.55910734e-05 10.0
0.1 3.16592544e-05 10.0
0.12000000000000001 0.000103665555 10.0
0.14 3.8670818899999996e-05 10.0
0.16 0.000109302936 10.0
0.18 -5.49673458e-06 10.0
0.19999999999999998 9.87682966e-05 10.0
0.21999999999999997 -3.51708009e-05 10.0
0.23999999999999996 8.799847819999999e-05 10.0
0.25999999999999995 -5.11122534e-05 10.0
0.27999999999999997 8.90268102e-05 10.0
0.3 -0.000100642812 10.0
0.32 9.378342240000001e-05 10.0
0.34 -0.000116637295 10.0
0.36000000000000004 3.10805294e-06 10.0
0.38000000000000006 -0.000114908037 10.0
0.4000000000000001 -9.80604537e-06 10.0
0.4200000000000001 -9.34237367e-05 10.0
0.4400000000000001 -1.71496274e-05 10.0
0.46000000000000013 -8.070792669999999e-05 10.0
0.48000000000000015 -8.82889935e-05 10.0
0.5000000000000001 -8.02998218e-05 10.0
0.5200000000000001 -0.00010076501299999999 10.0
0.5400000000000001 -5.8379748099999996e-05 10.0
0.5600000000000002 -0.000111770011 10.0
0.5800000000000002 -5.03121834e-05 10.0
0.6000000000000002 -0.000118179793 10.0
0.6200000000000002 -4.5613213200000004e-05 10.0
0.6400000000000002 -0.000117750937 10.0
0.6600000000000003 -2.76197079e-05 10.0
0.6800000000000003 -0.000111334238 10.0
0.7000000000000003 2.97432366e-06 10.0
0.7200000000000003 -8.60916831e-05 10.0
0.7400000000000003 1.3368316699999999e-05 10.0
0.7600000000000003 -8.50933248e-05 10.0
0.7800000000000004 3.34207918e-05 10.0
0.8000000000000004 -8.023065150000001e-05 10.0
0.8200000000000004 7.13215146e-05 10.0
0.8400000000000004 -4.8409999700000004e-05 10.0
0.8600000000000004 7.01778987e-05 10.0
0.8800000000000004 -4.75914842e-05 10.0
0.9000000000000005 0.000105053573 10.0
0.9200000000000005 -2.28561786e-05 10.0
0.9400000000000005 0.000115793418 10.0
0.9600000000000005 -1.09842464e-05 10.0
0.9800000000000005 0.000115228527 10.0
1.0000000000000004 2.2249785499999998e-06 10.0
1.0200000000000005 9.50377108e-05 10.0
1.0400000000000005 3.28674293e-05 10.0
1.0600000000000005 8.87316835e-05 10.0
1.0800000000000005 7.109094689999999e-05 10.0
1.1000000000000005 9.288881959999999e-05 10.0
1.1200000000000006 7.22599252e-05 10.0
1.1400000000000006 7.91377605e-05 10.0
1.1600000000000006 9.81572922e-05 10.0
1.1800000000000006 6.95784226e-05 10.0
1.2000000000000006 0.000108094761 10.0
1.2200000000000006 5.23642362e-05 10.0
1.2400000000000007 0.000109256822 10.0
1.2600000000000007 1.95521431e-05 10.0
1.2800000000000007 9.20334134e-05 10.0
1.3000000000000007 -2.8009367299999998e-05 10.0
1.3200000000000007 9.96121745e-05 10.0
1.3400000000000007 -2.71447383e-05 10.0
1.3600000000000008 9.520833099999999e-05 10.0
1.3800000000000008 -7.92161535e-05 10.0
1.4000000000000008 8.29790188e-05 10.0
1.4200000000000008 -0.000109392857 10.0
1.4400000000000008 6.91334269e-05 10.0
1.4600000000000009 -0.000122002606 10.0
1.4800000000000009 6.45451291e-05 10.0
1.5000000000000009 -0.000116326029 10.0
1.520000000000001 1.09842464e-05 10.0
1.540000000000001 -8.70508448e-05 10.0
1.560000000000001 -3.87861028e-05 10.0
1.580000000000001 -8.49757353e-05 10.0
1.600000000000001 -7.94236644e-05 10.0
1.620000000000001 -7.14806063e-05 10.0
1.640000000000001 -0.00010940208 10.0
1.660000000000001 -4.9818768499999995e-05 10.0
1.680000000000001 -0.00012254444 10.0
1.700000000000001 -3.0511027100000002e-05 10.0
1.720000000000001 -0.00011689553099999999 10.0
1.740000000000001 -2.03614359e-05 10.0
1.7600000000000011 -0.000118361942 10.0
1.7800000000000011 -1.7928946299999998e-05 10.0
1.8000000000000012 -0.00011337706800000001 10.0
1.8200000000000012 -1.4952316999999999e-05 10.0
1.8400000000000012 -0.000102657974 10.0
1.8600000000000012 2.16065016e-05 10.0
1.8800000000000012 -8.127742900000001e-05 10.0
1.9000000000000012 6.47964479e-05 10.0
1.9200000000000013 -6.58985617e-05 10.0
1.9400000000000013 7.41459692e-05 10.0
1.9600000000000013 -5.11376159e-05 10.0
1.9800000000000013 8.57642769e-05 10.0
2.0000000000000013 -3.9327937e-05 10.0
2.0200000000000014 9.59323136e-05 10.0
2.0400000000000014 -3.59040062e-05 10.0
2.0600000000000014 9.99003842e-05 10.0
2.0800000000000014 -1.75485096e-05 10.0
2.1000000000000014 0.000117181435 10.0
2.1200000000000014 -5.91636784e-06 10.0
2.1400000000000015 0.000116010151 10.0
2.1600000000000015 3.41148007e-05 10.0
2.1800000000000015 0.000107889556 10.0
2.2000000000000015 4.6641545200000004e-05 10.0
2.2200000000000015 0.000114220946 10.0
2.2400000000000015 9.35828285e-05 10.0
2.2600000000000016 0.00011946175000000001 10.0
2.2800000000000016 0.00012182045800000001 10.0
2.3000000000000016 0.000125080685 10.0
2.3200000000000016 0.000141137422 10.0
2.3400000000000016 0.00011676180200000001 10.0
2.3600000000000017 0.000179607647 10.0
2.3800000000000017 0.000116780247 10.0
2.4000000000000017 0.000189545116 10.0
2.4200000000000017 0.000122608999 10.0
2.4400000000000017 0.000223242589 10.0
2.4600000000000017 0.000143807396 10.0
2.4800000000000018 0.000282512329 10.0
2.5000000000000018 0.000201672978 10.0
2.520000000000002 0.000346603239 10.0
2.540000000000002 0.000284080189 10.0
2.560000000000002 0.000465788308 10.0
2.580000000000002 0.00037028485000000004 10.0
2.600000000000002 0.000620833575 10.0
2.620000000000002 0.000542449771 10.0
2.640000000000002 0.0008476614930000001 10.0
2.660000000000002 0.000814097749 10.0
2.680000000000002 0.00117892737 10.0
2.700000000000002 0.00123264273 10.0
2.720000000000002 0.00163456147 10.0
2.740000000000002 0.00186080144 10.0
2.760000000000002 0.00227192676 10.0
2.780000000000002 0.00275878434 10.0
2.800000000000002 0.00333613746 10.0
2.820000000000002 0.00403511966 10.0
2.840000000000002 0.00488642874 10.0
2.860000000000002 0.00597163725 10.0
2.880000000000002 0.007117362879999999 10.0
2.900000000000002 0.008696650359999999 10.0
2.920000000000002 0.0105131713 10.0
2.940000000000002 0.0128096927 10.0
2.960000000000002 0.015346758600000001 10.0
2.980000000000002 0.0186908945 10.0
3.000000000000002 0.0226864904 10.0
3.0200000000000022 0.0275434458 10.0
3.0400000000000023 0.0331290275 10.0
3.0600000000000023 0.0406694341 10.0
