#Vystupni charakteristika tranzistoru
#napeti Ud (V) proud Id (mA) napeti Ug (V)
0.0 -0.0352722989 3.5
0.1 2.16773734 3.5
0.2 2.35265087 3.5
0.30000000000000004 2.4162488 3.5
0.4 2.43858639 3.5
0.5 2.47037962 3.5
0.6 2.46745556 3.5
0.7 2.50961031 3.5
0.7999999999999999 2.4894881300000002 3.5
0.8999999999999999 2.52410223 3.5
0.9999999999999999 2.5109267099999997 3.5
1.0999999999999999 2.53438577 3.5
1.2 2.5371194900000003 3.5
1.3 2.55417541 3.5
1.4000000000000001 2.55437494 3.5
1.5000000000000002 2.56063818 3.5
1.6000000000000003 2.5733137299999997 3.5
1.7000000000000004 2.56508277 3.5
1.8000000000000005 2.58592507 3.5
1.9000000000000006 2.55978504 3.5
2.0000000000000004 2.59457802 3.5
2.1000000000000005 2.56774309 3.5
2.2000000000000006 2.6099414199999997 3.5
2.3000000000000007 2.57754274 3.5
2.400000000000001 2.61794535 3.5
2.500000000000001 2.58658557 3.5
2.600000000000001 2.6236214799999997 3.5
2.700000000000001 2.60071054 3.5
2.800000000000001 2.63408391 3.5
2.9000000000000012 2.62857061 3.5
3.0000000000000013 2.63900323 3.5
3.1000000000000014 2.63594844 3.5
3.2000000000000015 2.6490780800000002 3.5
3.3000000000000016 2.64279649 3.5
3.4000000000000017 2.68440083 3.5
3.5000000000000018 2.6497317000000002 3.5
3.600000000000002 2.6880725500000002 3.5
3.700000000000002 2.65276585 3.5
3.800000000000002 2.68675614 3.5
3.900000000000002 2.6647075200000003 3.5
4.000000000000002 2.6614233900000004 3.5
4.100000000000001 2.6704501599999997 3.5
4.200000000000001 2.66591613 3.5
4.300000000000001 2.6833619300000002 3.5
4.4 2.66346679 3.5
4.5 2.68833629 3.5
4.6 2.66745958 3.5
4.699999999999999 2.69975506 3.5
4.799999999999999 2.6630608600000003 3.5
4.899999999999999 2.7099698099999996 3.5
4.999999999999998 2.67105332 3.5
5.099999999999998 2.70728655 3.5
5.1999999999999975 2.67442001 3.5
5.299999999999997 2.69378538 3.5
5.399999999999997 2.6743856100000003 3.5
5.4999999999999964 2.68521499 3.5
5.599999999999996 2.68267162 3.5
5.699999999999996 2.6934734799999998 3.5
